componente_id,tamaño_componente,id_articulo,titulo,autor,año
1,1415,1325,Instructional Simulations for Teaching High School Computer Science Concepts: A Technology Acceptance Perspective,Ming-Puu Chen; Chiung-Hui Chiu; Cheng-Chih Wu,2010
1,1415,134,Computer-Assisted Thinking Tools: Problem Solving in Graphical Data Analysis,Carl F. Berger Billie Jean Edwards David F. Jackson,1992
1,1415,1343,Natural Language Programming Based on Knowledge,Pu Yin,2010
1,1415,1350,Notice of Retraction: Computational Thinking in Discrete Mathematics,Jinglei Liu; Lihong Wang,2010
1,1415,1353,Observability of Turing Machines: A Refinement of the Theory of Computation,Alfredo Garro Yaroslav D. Sergeyev,2010
1,1415,1366,RALF: Reliability Analysis for Logic Faults — An exact algorithm and its applications,Samuel Luckenbill; Ju-Yueh Lee; Yu Hu; Rupak Majumdar; Lei He,2010
1,1415,1367,REACH platform — Remote access to smart home facility based computer science laboratory,Carl K. Chang; Hen-I Yang; Igors Svecs; Johnny Wong,2010
1,1415,1384,Sizing multi-tier systems with temporal dependence: benchmarks and analytic models,Giuliano Casale Ludmila Cherkasova Ningfang Mi; Evgenia Smirni,2010
1,1415,1394,Taylor Flow in Microchannels: A Review of Experimental and Computational Work,D.F. Fletcher B.S. Haynes R. Gupta,2010
1,1415,1396,Teaching research and thinking on the computer course of non-computer majors in universities and colleges,Wu Peng,2010
1,1415,1402,The Effects of Prior Computer Experience and Gender on High School Students' Learning of Computer Science Concepts from Instructional Simulations,Ming-Puu Chen,2010
1,1415,1406,The attempt of diversified teaching model in computer technology course,Cao shihua; Shen lingling,2010
1,1415,141,Simulation of particle mixing by turbulent convective flows on the Connection Machine,A.V. Malevsky; D.A. Yuen; K.E. Jordan,1992
1,1415,1421,Using Capture-Recapture method for Web intelligence,Siddharth Gupta; Narina Thakur,2010
1,1415,1425,Virtual learning model for metaverses,P. D. Ariyadewa; W.V. Wathsala; V. Pradeepan; R.P.D.D.T. Perera; D.A.S. Atukorale,2010
1,1415,1430,Work in progress — Eliciting integrated understandings of high school STEM curricula through programming,Eric Freudenthal; Alexandria Ogrey; Rebeca Q. Gonzalez,2010
1,1415,1432,Work in progress — What are you thinking? Over confidence in first year students,Brett Hamlin; Jonathan Riehl; A J Hamlin; Amy Monte,2010
1,1415,1439,A Model of Emotional Agent Based on Granular Computing,Jun Hu; Chun Guan,2011
1,1415,145,A Tutorial on Fuzzy Rule-Based Expert Systems (FRBES) Models. 2: Models and Computational Techniques,Mohammad Jamshidi Nader Vadiee,1993
1,1415,1451,A journey in Computational Logic in Italy,Cristina Baroglio Matteo Baldoni,2011
1,1415,1456,A qualitative study in middle school on imformation technology teaching model,Minhua Wu; Weili Peng,2011
1,1415,1458,A study of the Classified teaching of “Fundamentals of Information Technology” course based on computational thinking,Wang Chun-Hong; Wang Qiao-Ling,2011
1,1415,1465,Advances on criteria for biological plausibility in artificial neural networks: Think of learning processes,Alberione Braz da Silva; João Luís Garcia Rosa,2011
1,1415,1467,An Approach for Calculating Semantic Similarity between Words Using WordNet,Dou Hao; Wanli Zuo; Tao Peng; Fengling He,2011
1,1415,1491,"Book review: Jaron Lanier, You Are Not a Gadget: A Manifesto. New York: Alfred Knopf, 2010. ix + 224 pp. $24.95 (hbk) ISBN 9780307269645",Adam Fish,2011
1,1415,1493,Bovine Meat Proteins as Potential Precursors of Biologically Active Peptides - a Computational Study based on the BIOPEP Database,J. Dziuba J. Michalska P. Minkiewicz,2011
1,1415,1500,Comparing Agent-Based Computational Simulation Models in Cross-Cultural Research,Claudio Cioffi-Revilla PhD,2011
1,1415,1512,Computational logic in agent based systems,Francesca Toni Paolo Mancarella,2011
1,1415,1515,Computational modelling of laser treatment of plates for increased buckling loads and natural frequencies,F G Rammerstorfer G Figala B Buchmayr C Bilik,2011
1,1415,1520,Computational thinking and computer fundamental education,Lina Wang,2011
1,1415,1523,Computer-assisted college English teaching under the perspective of “embodied philosophy”,Yanli Liang; Tiantian Zheng; Min Wang,2011
1,1415,1527,Conversational programming in action,Alexander Repenning,2011
1,1415,1528,Criteria for robustness of heteroclinic cycles in neural microcircuits,Özkan Karabacak Peter Ashwin; Thomas Nowotny,2011
1,1415,1531,"DALI, RASP, mnemosine: Computational Logic at work",Alessio Paolucci Arianna Tocchio Panagiota Tsintza Stefania Costantini,2011
1,1415,1540,ECR 2011 Book of Abstracts - A - Postgraduate Educational Programme,Sin autor,2011
1,1415,1547,"Environmental Sound Synthesis, Processing, and Retrieval",Andrea Valle,2011
1,1415,1559,Higher vocational the computerized accountancy teaching innovation reform research,Zou Zhenhua,2011
1,1415,1577,Keynote speech IV,Jong-Hwan Kim,2011
1,1415,1584,Making programming more conversational,Alexander Repenning,2011
1,1415,1587,Middleware for social computing: a roadmap,Licia Capra; Daniele Quercia,2011
1,1415,1589,"Mirror neurons, language, and embodied cognition",Leonid I. Perlovsky,2011
1,1415,1593,Modeling the head related transfer function for sound localization in normal hearing persons and bilateral cochlear implant recipients,Douglas A. Miller; Mohammad A. Matin,2011
1,1415,160,The Zen of fuzzy logic and neural networks,J. Huffman,1993
1,1415,1600,On constructing interactive college english learning environment via computer-assist teaching model,Cui Haiying; Shao Lijun; Wang Jing,2011
1,1415,1602,On the application of fuzzy logic in the computer engineering and management engineering,Bangfan Liu; Nan Jiang; Xu Shui,2011
1,1415,1609,Perspectives on cloud computing: interviews with five leading scientists from the cloud community,Fabio Kon Walfredo Cirne Dejan Milojicic Raghu Ramakrishnan Dan Reed Gordon Blair; Dilma Silva,2011
1,1415,1619,Promoting Creative Problem Solving in Engineering Mathematics through blended learning,Hamidreza Kashefi; Zaleha Ismail; Yudariah Mohammad Yusof; Roselainy Abdul Rahman,2011
1,1415,1623,Research of Query teaching mode on Information Technology courses,Wang Feng; Shi Jiaofang; Wang Yong,2011
1,1415,1624,Research of VB programming teaching mode based on the core of computational thinking ability training,Chunying Zhang; Xiao Chen; JianJing Li,2011
1,1415,1640,Statistics of spike trains in conductance-based neural networks: Rigorous results,Bruno Cessac,2011
1,1415,1647,Teaching and research on assembly language for computational thinking,Li-jie Yin; Rui-xin Zuo; Yang Zhao,2011
1,1415,1648,Teaching computational thinking to non-computing majors using spreadsheet functions,Kuo-Chuan Yeh; Ying Xie; Fengfeng Ke,2011
1,1415,1661,The thinking about teaching basic computer courses of university,Juan Sang; Qin Guo,2011
1,1415,1663,Thinking and computing spatiotemporally to enable cloud computing and science discoveries,Chaowei Yang,2011
1,1415,167,"Book Review: Phantoms and Computational Models in Therapy, Diagnosis and Protection. ICRU Report 48",Bo Jung,1994
1,1415,1673,Virtual Office Life Desktop Game Application,Rikip Ginanjar; Christie Surya Maranatha Zebua,2011
1,1415,1674,Virtual Reality Technology in the Design of the Space Environment Research,Jin Wang,2011
1,1415,1675,Virtualization-level security in cloud computing,Farzad Sabahi,2011
1,1415,168,Book Reviews : Fuzzy Thinking: The New Science of Fuzzy Logic Burt Kosko Publisher: Hyperion Year of Publication: 1993 Length: 288 pages Price: $24.95,Sin autor,1994
1,1415,1688,A Survey Paper on Cloud Computing,Shyam Patidar; Dheeraj Rane; Pritesh Jain,2012
1,1415,1730,Cloud based services in air traffic management,Wolfgang Kampichler; Dieter Eier,2012
1,1415,1732,Code Working,"Geoff Cox; Alex McLean; Franco ""Bifo"" Berardi",2012
1,1415,1743,Computational approaches for modelling elastohydrodynamic lubrication using multiphysics software,Christopher E Goodyer Peter K Jimack Robert I Taylor Mark A Walkley Xincai Tan,2012
1,1415,1755,Critical analysis of HPL performance under different process distribution patterns,Alpana Rajan; Brijendra Kumar Joshi; Anil Rawat,2012
1,1415,1759,Decoding Social Influence and the Wisdom of the Crowd in Financial Trading Network,Wei Pan; Yaniv Altshuler; Alex Pentland,2012
1,1415,1767,Digital Futures? Sociological Challenges and Opportunities in the Emergent Semantic Web,Catherine Pope Mark Weal Susan Halford,2012
1,1415,1773,Ethics and Interdisciplinarity in Computational Social Science,Luca Rossi Fabio Giglietto,2012
1,1415,1788,Implementing a new Computer Science Curriculum for middle school in Israel,Iris Zur Bargury; Bruria Haberman; Avi Cohen; Orna Muller; Doron Zohar; Dalit Levy; Reuven Hotoveli,2012
1,1415,1790,Interface dynamics in planar neural field models,Helmut Schmidt Stephen Coombes; Ingo Bojak,2012
1,1415,1794,Managing heterogeneity in the study of neural oscillator dynamics,Yu Zou Ben Smith Carlo R Laing; Ioannis G Kevrekidis,2012
1,1415,1806,Multi-agent Pathfinding System Implemented on XNA,Huang Jin; Wu Wei; Ling Ziyan,2012
1,1415,1831,Research Method of Fuzzy Neural Network of Reservoir Heterogeneity,Li Guorong; Hu Jingjing; Liao Taiping; Lin Zhicheng; Zhang Furong,2012
1,1415,1848,The Metering Research of Words in Tibetan Network News,Hui Cao; Xianghe Meng,2012
1,1415,1861,Training for computational thinking capability on programming language teaching,Zhang Yinnan; Luo Chaosheng,2012
1,1415,1862,Trust Model Engines in Cloud Computing,Marcela Roxana Farcasescu,2012
1,1415,1863,Turing Test,Issue: 2 | Journal Article | Publisher: OUP ITNOW Year: 2012 | Volume: 54,2012
1,1415,1864,Using Microworlds to Introduce Programming to Novices,Yannis Papadopoulos; Stergios Tegos,2012
1,1415,1869,Virtual floortime using games to engage children with Autism Spectrum Disorder,Jeremy Sarachan,2012
1,1415,1884,A Logic-based Computational Method for the Automated Induction of Fuzzy Ontology Axioms,Umberto Straccia Francesca A. Lisi,2013
1,1415,1905,A game theoretic model for re-optimizing a railway timetable,Vito Fragnelli; Simona Sanguineti,2013
1,1415,1915,A pragmatic approach to develop computational thinking skills in novices in Computing Education,Mintu Philip; V. G. Renumol; R Gopeekrishnan,2013
1,1415,1917,A principled approach to mining from noisy logs using Heuristics Miner,Philip Weber; Behzad Bordbar; Peter Tin̂o,2013
1,1415,1923,A visual robot-programming environment for multidisciplinary education,Jennifer Cross; Christopher Bartley; Emily Hamner; Illah Nourbakhsh,2013
1,1415,194,Automating virtual reality,M.W. Krueger,1995
1,1415,1944,Analytical Insights on Theta-Gamma Coupled Neural Oscillators,Maciej Krupa Alexandre Hyafil Lorenzo Fontolan; Boris Gutkin,2013
1,1415,1953,Big data as the new enabler in business and other intelligence,Gottfried Vossen,2013
1,1415,1961,Can utilizing social media and visual programming increase retention of minorities in programming classes?,Khallai Taylor,2013
1,1415,1970,Computational Modelling and Similarity Reduction of Equations for Transient Fluid Flow and Heat Transfer with Variable Properties,O. D. Makinde R. J. Moitsheki,2013
1,1415,1971,Computational Semantics in Clinical Text Supplement,John P. Pestian Ph.D,2013
1,1415,1983,Computer Programming Goes Back to School,Quinn Burke Yasmin B. Kafai,2013
1,1415,199,Inference to the Best Plan: a Coherence Theory of Decision,Ashwin Ram; David Leake,1995
1,1415,1990,Data-Flow vs Control-Flow for Extreme Level Computing,Paraskevas Evripidou; Costas Kyriacou,2013
1,1415,1998,Discussing the Challenges Related to Deployment of Computational Thinking in Brazilian Basic Education,Tainã Carvalho; Daiane Andrade; Jayne Silveira; Victor Auler; Simone Cavalheiro; Marilton Aguiar; Luciana Foss; Ana Pernas; Renata Reiser,2013
1,1415,20,"Achievement, Anxiety and Creative Thinking",Fred W. Ohnmacht,1966
1,1415,2001,ECR 2013 Book of Abstracts - A - Postgraduate Educational Programme,Sin autor,2013
1,1415,2019,Forecasting S&P 500 index using artificial neural networks and design of experiments,Seyed Taghi Akhavan Niaki; Saeid Hoseinzade,2013
1,1415,2020,From Minecraft to Minds,Grady Booch,2013
1,1415,2024,Getting Creative with Semantic Similarity,Ching-Yun Chang; Stephen Clark; Brian Harrington,2013
1,1415,203,Research news and Comment: Parents’ Thinking About Standardized Tests and Performance Assessments,Carribeth L. Bliem Lorrie A. Shepard,1995
1,1415,2035,Imbalance wall functions with density and material property variation effects applied to engine heat transfer computational fluid dynamics simulations,Ossi T Kaario Ville A Vuorinen Paul N Nwosu Martti J Larmi Mika A Nuutinen,2013
1,1415,2036,Improving learning of computational thinking using creative thinking exercises in CS-1 computer science courses,L. Dee Miller; Leen-Kiat Soh; Vlad Chiriacescu; Elizabeth Ingraham; Duane F. Shell; Stephen Ramsay; Melissa Patterson Hazley,2013
1,1415,2038,"Innovative practice teaching mode, pay attention to students' practice ability training Reforming the practice teaching modes of “The Fundamentals of Computer”",Yongsheng Zhao; Chunying Zhang; Xiao Chen; Xiuyan Luo,2013
1,1415,2039,Innovative practices teaching mode research of the fundamentals of computer,Yan jun Zhao; Chun ying Zhang; Li Min jie; Jing Wang,2013
1,1415,2047,Inter-applicative game strategy design algorithm,Omkar Padwalkar; Kashmira Deshpande,2013
1,1415,2058,Model oriented programming: Bridging the code-model divide,Omar Badreddin; Timothy C. Lethbridge,2013
1,1415,2062,Modelling of child psychology tests based game learning,Zahir Zainuddin; Indah Purwitasari Ihsan,2013
1,1415,2078,"PSI: A Computational Architecture of Cognition, Motivation, and Emotion",C. Dominik Güss Dietrich Dörner,2013
1,1415,208,An analysis of a fuzzy algorithmic text from the viewpoint of daily language,I. Kobayashi; M. Sugeno,1996
1,1415,2084,Platforms for Data-Intensive Analysis,Malcolm Atkinson; Rob Baxter; Peter Brezany; Oscar Corcho; Michelle Galea; Mark Parsons; David Snelling; Jano van Hemert,2013
1,1415,2088,Preparing the Future STEM Workforce for Diverse Environments,Wanda Eugene Shaundra Bryant Daily,2013
1,1415,2093,Remote and deep attestations to mitigate threats in Cloud Mash-Up services,Antonio Celesti; Maria Fazio; Massimo Villari; Antonio Puliafito; Davide Mulfari,2013
1,1415,2098,Research on the M-learning model based on the cloud computing,Chen Chao; Zhao Yue,2013
1,1415,21,Creative Thinking Abilities of Intellectually Superior Children in the Regular Grades,John T. Neisworth Robert M. Smith,1966
1,1415,2103,Science and Language for English Language Learners in Relation to Next Generation Science Standards and with Implications for Common Core State Standards for English Language Arts and Mathematics,Helen Quinn Guadalupe Valdés Okhee Lee,2013
1,1415,2113,Strong convergence of a self-adaptive method for the split feasibility problem,Mihai Postolache Yonghong Yao; Yeong-Cheng Liou,2013
1,1415,2126,The Paradox of “Acting Globally While Thinking Locally”: Discordance in Climate Change Adaption Policy,John Jurewitz Hal T. Nelson Daniel A. Mazmanian,2013
1,1415,2129,"The dilemma of the symbols: analogies between philosophy, biology and artificial life",Salvatore Spadaro,2013
1,1415,2134,The weak rationality principle in economics,Gebhard Kirchgässner,2013
1,1415,2140,Timed and Probabilistic I/O Automata,Nancy Lynch,2013
1,1415,2141,Toward uncertain finance theory,Baoding Liu,2013
1,1415,2147,Uncertainty relations for generalized metric adjusted skew information and generalized metric adjusted correlation measure,Shigeru Furuichi Kenjiro Yanagi; Ken Kuriyama,2013
1,1415,2152,Validating distance decay through agent based modeling,Ramyaa Ramyaa Arvind Verma; Suresh Marru,2013
1,1415,2154,Visual Analysis of Social Media Data,Tobias Schreck; Daniel Keim,2013
1,1415,2155,WORL: a nonmonotonic rule language for the semantic web,Linh Anh Nguyen Son Thanh Cao; Andrzej Szałas,2013
1,1415,2161,A Replication and Analysis of Tiebout Competition Using an Agent-Based Computational Model,Chad W. Seagren,2014
1,1415,2162,A Review of Computational Modelling of Flow Boiling in Microchannels,D.F. Fletcher B.S. Haynes Z. Guo,2014
1,1415,2172,A model for designing learning experiences for computer science curriculum,Ioana Ghergulescu; Paul Stynes; Pramod Pathak,2014
1,1415,2182,A revocation game model for secure cloud storage,Maha Jebalia; Asma Ben Letaïfa; Mohamed Hamdi; Sami Tabbane,2014
1,1415,219,"Fantasy, wishful thinking, and statistical hokuspokus. A rejoinder to De Raad and Ostendorf (1996)",Ronald Henss,1996
1,1415,221,Five simple principles of modelling,M. Pidd,1996
1,1415,2210,Bangla word clustering based on N-gram language model,Sabir Ismail; M. Shahidur Rahman,2014
1,1415,2213,"Being-towards the social: Mood and orientation to location-based social media, computational things and applications",Leighton Evans,2014
1,1415,2220,Book Review: Agent-Based Computational Sociology,Thomas Grund,2014
1,1415,2226,Cloud dilemma,A. B. Robert Petrunić; C. Igor Orović; i D.E. Vjeran Buselic,2014
1,1415,2227,Cloud manufacturing analysis based on ontology mapping and multi agent systems,Salman Saeidlou; Mozafar Saadat; Guiovanni Jules,2014
1,1415,2234,"Computational Design Research in Architecture: The Legacy of the Hochschule für Gestaltung, Ulm",João Rocha José Pinto Duarte Isabel Clara Neves,2014
1,1415,2251,Cultivating creativity (and majors) with computational craft,Susan Reiser; Rebecca Bruce,2014
1,1415,2253,DISSECT: An experiment in infusing computational thinking in K-12 science curricula,K. Arraki; K. Blair; T. Bürgert; J. Greenling; J. Haebe; G. Lee; A. Peel; V. Szczepanski; E. Pontelli; Sarah Hug,2014
1,1415,2254,Data warehouse systems in the environment of Cloud Computing - A comparative study of Elastic Cloud Computing and organizational systems,Neepa K. Shah,2014
1,1415,2257,Design of embedded system for tracking and locating the patient suffering from Alzheimer's disease,S. R. Bhagya Shree; H. S. Sheshadri; R. Shivakumar; H. S. Vinay Kumar,2014
1,1415,2261,Developing a computer-based assessment of complex problem solving in Chemistry,Jenny Meßinger-Koppelt Ronny Scherer; Rüdiger Tiemann,2014
1,1415,2265,Digital technology teachers' perceptions of computer science: It is not all about programming,Elena Prieto-Rodriguez; Regina Berretta,2014
1,1415,2275,Efficient Neighbor Searching for Agent-Based Simulation on GPU,Xiaosong Li; Wentong Cai; Stephen John Turner,2014
1,1415,2276,Efficient private multi-party computations of trust in the presence of curious and malicious users,Niv Gilboa Shlomi Dolev; Marina Kopeetsky,2014
1,1415,228,Restructuring Shapes in Terms of Emergent Subshapes: A Computational and Cognitive Model,Y T Liu,1996
1,1415,229,"Restructuring an electrical engineering program in Quito, Ecuador",C.A. Canizares; A. Bayas,1996
1,1415,2291,"Fostering computational thinking in engineering education: Challenges, examples, and best practices",Sebastian Gross; Mischa Kim; Joachim Schlosser; Coorous Mohtadi; Dan Lluch; Dorian Schneider,2014
1,1415,2293,Fuzzy networks: What happens when fuzzy people are connected through social networks,Li-Xin Wang; Jerry M. Mendel,2014
1,1415,2311,Improving learning of computational thinking using computational creativity exercises in a college CSI computer science course for engineers,Duane F. Shell; Melissa Patterson Hazley; Leen-Kiat Soh; L. Dee Miller; Vlad Chiriacescu; Elizabeth Ingraham,2014
1,1415,2319,Introducing computational thinking through stealth teaching,M. Towhidnejad; C. Kestler; S. Jafer; V. Nicholas,2014
1,1415,2324,"Journal of Educational Computing Research Index—Contents of Volume 49, 2013",Sin autor,2014
1,1415,2332,Linear stability of plane Poiseuille flow in an infinite elastic medium and volcanic tremors,Ataru Sakuraba; Hatsuki Yamauchi,2014
1,1415,2345,Monty Hall game: a host with limited budget,Agustín Alvarez; Juan P Pinasco,2014
1,1415,2355,Noisy SMS text normalization model,Greety Jose; Nisha. S. Raj,2014
1,1415,2356,Notes on Cloud computing principles,Thomas Sandholm; Dongman Lee,2014
1,1415,236,Agile assembly architecture: an agent based approach to modular precision assembly systems,A.A. Rizzi; J. Gowdy; R.L. Hollis,1997
1,1415,2365,PEFC: Performance Enhancement Framework for Cloudlet in mobile cloud computing,Md Whaiduzzaman; Abdullah Gani; Anjum Naveed,2014
1,1415,2372,Polarization of coalitions in an agent-based model of political discourse,Philip Leifeld,2014
1,1415,2394,Research into the computational thinking for the teaching of computer science,Ying Li,2014
1,1415,2397,Research on passengers' evacuation model in ships based on Agent theory,Chen Miao; Zhu Chenghua,2014
1,1415,2403,Rough — Granular neural network model for making treatment decisions of Hepatitis C,Mohammed M. Eissa; Mohammed Elmogy; Mohammed Hashem,2014
1,1415,2405,"Signal processing techniques for anywhere, anytime positioning",Carles Fernández-Prades Sinan Gezici Marco Luise; Henk Wymeersch,2014
1,1415,2406,Similarity in fuzzy systems,Banibrata Mondal Namrata Bhattacharyya Asim Pal; Swapan Raha,2014
1,1415,2411,Spread of Situation Awareness in a Group: Population-Based vs. Agent-Based Modelling,Tibor Bosse; Nataliya Mogles,2014
1,1415,2424,Teaching system modelling and simulation through Petri Nets and Arena,Jaume Figueras i Jové; Antoni Guasch i Petit; Pau Fonseca i Casas; Josep Casanovas-Garcia,2014
1,1415,2431,The Operationalization of the unconscious from Matte Blanco's bi-logic to computation,Marco Tonti,2014
1,1415,2434,The acquisition of problem solving competence: evidence from 41 countries that math and science education matters,Ronny Scherer; Jens F Beckmann,2014
1,1415,244,Design of a neuro-fuzzy controller,G.S. Sandhu; K.S. Rattan,1997
1,1415,2443,Thought self-leadership and effectiveness in self-management teams,Ana Passos Luís Curral Pedro Marques Quinteiro,2014
1,1415,2454,Understanding of cognitive robotics,Anil Chopra; Jitender K. Chandel; V. K. Panchal; Suruchi Sinha,2014
1,1415,2463,Visual data mining based on differential topology: a survey,Osamu Saeki; Shigeo Takahashi,2014
1,1415,2471,A Computational Pipeline for Cross-Species Analysis of RNA-seq Data Using R and Bioconductor,Feng Cui Peter R. LoVerso,2015
1,1415,2480,A Network is a Network is a Network: Reflections on the Computational and the Societies of Control,Alexander R. Galloway David M. Berry,2015
1,1415,2486,A biomimetic study of natural attachment mechanisms: imaging cellulose and chitin part 2,Bruce E. Saunders,2015
1,1415,250,Interpolation of fuzzy knowledge: a model of human reasoning,L.T. Koczy,1997
1,1415,2508,A survey of open source tools for machine learning with big data in the Hadoop ecosystem,Taghi M. Khoshgoftaar Aaron N. Richter Sara Landset; Tawfiq Hasanin,2015
1,1415,2511,Adapting computational text analysis to social science (and vice versa),Paul DiMaggio,2015
1,1415,252,Modelling of spanwise mixing in compressor through-flow computations,J Dunham,1997
1,1415,2531,Applications of big data to smart cities,Hind Al Neyadi Nader Mohamed Eiman Al Nuaimi; Jameela Al-Jaroodi,2015
1,1415,2533,Approaches for teaching computational thinking strategies in an educational game: A position paper,Aaron Bauer; Eric Butler; Zoran Popović,2015
1,1415,2536,Bipolar-Valued Rough Fuzzy Set and Its Applications to the Decision Information System,Ying Han; Peng Shi; Sheng Chen,2015
1,1415,2544,Can computational thinking predict academic performance?,Rami J. Haddad; Youakim Kalaani,2015
1,1415,2549,Co-evolutionary dynamics in social networks: a case study of Twitter,Demetris Antoniades; Constantine Dovrolis,2015
1,1415,2552,Collaboration and Computational Thinking: A classroom structure,Benjamin Worrell; Catharine Brand; Alexander Repenning,2015
1,1415,2562,Computational Shape Models Characterize Shape Change of the Left Atrium in Atrial Fibrillation,Erik Bieging Alan Morris Gregory Gardner Nazem Akoum Eugene Kholmovski [...] View all Joshua Cates,2015
1,1415,2569,Computational simulation of air flow in the rotor spinning unit,YC Zeng J Wang HT Lin,2015
1,1415,2571,Computational thinking and impacts on K-12 science education,Ross J. Toedte; Mehmet Aydeniz,2015
1,1415,2583,DISSECT: An experiment in infusing computational thinking in a sixth grade classroom,A. Peel; J. Fulton; E. Pontelli,2015
1,1415,2584,DISSECT: Analysis of pedagogical techniques to integrate computational thinking into K-12 curricula,T. Burgett; R. Folk; J. Fulton; A. Peel; E. Pontelli; V. Szczepanski,2015
1,1415,2585,DISSECT: Exploring the relationship between computational thinking and English literature in K-12 curricula,Natasha Nesiba; Enrico Pontelli; Timothy Staley,2015
1,1415,2593,Development and usability testing of a Web-based decision aid for families of patients receiving prolonged mechanical ventilation,Nicholas G Wysham Brenda Walton Derek Jones Brian Cass Maria Tobin Mattias Jonsson Jeremy M Kahn Douglas B White Catherine L Hough Carmen L Lewis Christopher E Cox; Shannon S Carson,2015
1,1415,2594,Development and usability testing of simulated wind in a racing video game,Miguel A. Garcia-Ruiz; Pedro C. Santana-Mancilla,2015
